segment,matching_summary,match1_summary,match1_score,match2_summary,match2_score,match3_summary,match3_score,llm_match
"presents bill number 1729 resolution authorizing the mayor and the director of the department of mobility and infrastructure, on behalf of the city of Pittsburgh, to enter into an ownership and maintenance agreement with Albano LP for six bus shelters to be constructed along Second Avenue and Blair Street to correct building and maintenance of the Elevable käyt pani consists of a window, architecture scrapers, an Avenue and Blair Street in a Hazelwood neighborhood at no cost to the city.",RES. 1729 authorizes Pittsburgh's mayor and mobility infrastructure director to enter an ownership and maintenance agreement with Albano LP for six bus shelters along Second Avenue and Blair Street in the Hazelwood neighborhood at no cost to the city.,"Resolution 2025-1729 authorizes Pittsburgh's Mayor and Department of Mobility and Infrastructure to establish a no-cost bus shelter ownership and maintenance agreement with Almono, LP for six shelters in the Hazelwood neighborhood along Second Avenue and Blair Street.",0.819869339466095,"Resolution 2025-1723 authorizes the City of Pittsburgh to enter into easement agreements with Duquesne Light Company and Pittsburgh Water for utility infrastructure placement and maintenance on city-owned property, sponsored by Council Member Gross and unanimously approved by the council.",0.6034551858901978,"Resolution 2025-1683 authorizes the Urban Redevelopment Authority of Pittsburgh to acquire the City's rights to a property in the 15th Ward (Block 56-B, Lot 345) at no cost, repealing a previous 2019 resolution, and was unanimously passed by 8 council members.",0.5319333076477051,1.0
"and we'll move on to councilman Wilson, chair of land use and economic development committee, because person Warwick, no new papers. thank you very much.",NO_SUMMARY,NO_SUMMARY,0.0,NO_SUMMARY,0.0,NO_SUMMARY,0.0,0.0
"and for council president Lavelle, we have four appointments and we will need a motion to interview or approve once they are read.",NO_SUMMARY,NO_SUMMARY,0.0,NO_SUMMARY,0.0,NO_SUMMARY,0.0,0.0
"council president Lavelle presents bill number 1730 resolution appointing and Marie Allison as a member of the LGBTQIA plus Commission, term to expire April 1st 2029.","Bill No. 1730 recommends appointing Marie Allison to the LGBTQIA+ Commission with a term expiring on April 1st, 2029, as presented by Council President Lavelle.","Resolution 2025-1730 authorizes Councilman R. Daniel Lavelle's appointment of Anne Marie Ellison as a Member of the LGBTQIA+ Commission with a term ending April 1, 2029.",0.6622685194015503,"Resolution 2025-1668 approves the reappointment of Janet Evans to the Housing Authority of City of Pittsburgh Board of Directors through December 31, 2029.",0.4684821367263794,"Resolution 2024-0986 approves the reappointment of Aftyn Giles to the Clean Pittsburgh Commission for a term ending September 1, 2028.",0.446363091468811,1.0
"bill 1731 resolution appointing Elliott Williams as a member of the shade tree Commission, term to expire April 1st 2029. and.","RES. 1731 authorizes the appointment of Elliott Williams to the Shade Tree Commission with a term ending April 1st, 2029.","Resolution 2025-1731 approves the appointment of Elliott Williams to the Shade Tree Commission with a term ending April 1, 2029.",0.9362965822219848,"Resolution 2025-1726 recommends the Intergovernmental and Educational Affairs Committee report from April 9, 2025 be read, received, and filed, as presented by Councilman Khari Mosley.",0.43129962682724,"RES. 2025-1735: City council received and filed the Equal Opportunity Review Commission Quarterly Report submitted by Felicity Williams, Deputy Chief of Staff, covering the period ending March 31, 2025.",0.4270592331886291,1.0
"bill number 1732 resolution appointing Brian Murray to the Pittsburgh HIV AIDS Commission per title one, administrative commission. and.",RES. 1732 authorizes the appointment of Brian Murray to the Pittsburgh HIV AIDS Commission.,"Resolution 2025-1732 approves the appointment of Bryan Murray to the Pittsburgh HIV/AIDS Commission, as sponsored by Council Member Warwick and in accordance with the Pittsburgh City Code.",0.8468946814537048,"Resolution 2025-1733 approves the appointment of Clarisse Jordan to the Pittsburgh HIV/AIDS Commission, as sponsored by Council Member Warwick and in accordance with the Pittsburgh City Code.",0.5789914131164551,"Resolution 2025-1730 authorizes Councilman R. Daniel Lavelle's appointment of Anne Marie Ellison as a Member of the LGBTQIA+ Commission with a term ending April 1, 2029.",0.322620153427124,1.0
"bill number 1732 resolution appointing Brian Murray to the Pittsburgh HIV AIDS commission per title one, administrative article nine boards, commissions and authorities. chapter 179 C: establishment of the Pittsburgh HIV and AIDS Commission- 179 co2 one in 179 co2 two of the Pittsburgh City Code of Ordinances.","Resolution 1732 authorizes the appointment of Brian Murray to the Pittsburgh HIV AIDS Commission, as specified in the city's administrative code.","Resolution 2025-1732 approves the appointment of Bryan Murray to the Pittsburgh HIV/AIDS Commission, as sponsored by Council Member Warwick and in accordance with the Pittsburgh City Code.",0.875455379486084,"Resolution 2025-1733 approves the appointment of Clarisse Jordan to the Pittsburgh HIV/AIDS Commission, as sponsored by Council Member Warwick and in accordance with the Pittsburgh City Code.",0.6045925617218018,"Resolution 2025-1723 authorizes the City of Pittsburgh to enter into easement agreements with Duquesne Light Company and Pittsburgh Water for utility infrastructure placement and maintenance on city-owned property, sponsored by Council Member Gross and unanimously approved by the council.",0.4067654609680176,1.0
"bill number 1733 resolution appointing Clarice Jordan to the Pittsburgh HIV AIDS Commission. per title one: administrative article 9: boards, commissions and authorities. chapter 179 C- establishment of Pittsburgh HIV AIDS Commission per title one: administrative. article 9: boards, commissions and authorities. chapter 179 C- establishment of Pittsburgh HIV AIDS Commission per title one: administrative article 9 boards. commission 179 C 0 2 1 and 179 C 0 2 2 of the Pittsburgh City Code of Ordinances. commission 179 C 0 2 1 and 179 C 0 2 2 of the Pittsburgh City Code of Ordinances. we need a motion to interview or approve. second: all those in favor, all those in favor of approving the motion to approve our nominees for the various commissions, please say aye, aye, aye, aye. we will now move on to two communications: bill number 1734, communication from Jake Paul act, director of the Office of Management and Budget, submitting the City Council attached status update from the grants office for the week ended April 11th 2025.","RES. 1733: Appointing Clarice Jordan to the Pittsburgh HIV AIDS Commission, as established under Title One, Article 9 of the Pittsburgh City Code of Ordinances.","Resolution 2025-1733 approves the appointment of Clarisse Jordan to the Pittsburgh HIV/AIDS Commission, as sponsored by Council Member Warwick and in accordance with the Pittsburgh City Code.",0.7664535641670227,"Resolution 2025-1732 approves the appointment of Bryan Murray to the Pittsburgh HIV/AIDS Commission, as sponsored by Council Member Warwick and in accordance with the Pittsburgh City Code.",0.5060288906097412,"Resolution 2025-1723 authorizes the City of Pittsburgh to enter into easement agreements with Duquesne Light Company and Pittsburgh Water for utility infrastructure placement and maintenance on city-owned property, sponsored by Council Member Gross and unanimously approved by the council.",0.3497915863990783,1.0
"and bill number 1735, communication from Felicity Williams, deputy chief of staff, submitting the equal opportunity review Commission quarterly report for the period ending March 31st 2025. we need a motion to read, receive and file. so move second: all those in favor. aye, motion passes. and now we have one piece of sponsored legislation from council president Lavelle, in bill number 1736, ordinance amending the Pittsburgh code, title 6, conduct, article 1, regulated rights and actions, chapter 626, paid sick days Act, section 6 to 6: 0, 3, accrual of sixth time so as to change the rate at which employees can impute, accumulate paid sick leave hours and increase the maximum total amount of paid sick leave hours that can be accumulated. thank you very much.","Bill No. 1736: Council President Lavelle proposes an ordinance to amend Pittsburgh's Paid Sick Days Act, modifying the accrual rate and maximum accumulation of paid sick leave hours for employees.","Ordinance 2025-1736, sponsored by Council Member Lavelle, proposes amendments to Pittsburgh's Paid Sick Days Act to modify employee sick leave accrual rates and increase maximum accumulated hours.",0.934729278087616,"Resolution 2025-1682 authorizes a $72,500 warrant to the Pennsylvania Public Utility Commission (PUC) for delinquent 811 damage prevention call debts, which was unanimously passed by 8 Pittsburgh City Council members.",0.3826745450496673,"Ordinance 2025-1738, sponsored by Council Member Robert Charland, proposes amending Pittsburgh's Traffic Code to clarify residential parking permit signage regulations and was referred to the Committee on Land Use and Economic Development.",0.3808087706565857,1.0
that now moves us on to unfinished business.,NO_SUMMARY,NO_SUMMARY,0.0,NO_SUMMARY,0.0,NO_SUMMARY,0.0,0.0
"we have two appointments: bill number two, three, two, four, nine, eighty six resolution reappointing Afton Giles as a member of the clean Pittsburgh Commission, term to expire September 1st 2028.","Bill No. 2324-986 recommends reappointing Afton Giles to the Clean Pittsburgh Commission with a term expiring on September 1st, 2028.","Resolution 2024-0986 approves the reappointment of Aftyn Giles to the Clean Pittsburgh Commission for a term ending September 1, 2028.",0.7430580258369446,"Resolution 2025-1668 approves the reappointment of Janet Evans to the Housing Authority of City of Pittsburgh Board of Directors through December 31, 2029.",0.4852624833583832,"Resolution 2025-1683 authorizes the Urban Redevelopment Authority of Pittsburgh to acquire the City's rights to a property in the 15th Ward (Block 56-B, Lot 345) at no cost, repealing a previous 2019 resolution, and was unanimously passed by 8 council members.",0.365839421749115,1.0
"and bill number 2025. 1668 resolution reappointing Janet Evans as a member of the Housing Authority of the City of Pittsburgh Board of Directors, term to expire December 31st 2029. we need a motion to approve. motion to approve. second, second, second discussion. all those in favor, please indicate by saying aye, motion passes. is there any other unfinished business before council?","City Council approves Resolution 2025-1668 reappointing Janet Evans to the Housing Authority of the City of Pittsburgh Board of Directors through December 31, 2029.","Resolution 2025-1668 approves the reappointment of Janet Evans to the Housing Authority of City of Pittsburgh Board of Directors through December 31, 2029.",0.970043420791626,"Resolution 2024-0986 approves the reappointment of Aftyn Giles to the Clean Pittsburgh Commission for a term ending September 1, 2028.",0.6636480689048767,"Resolution 2025-1683 authorizes the Urban Redevelopment Authority of Pittsburgh to acquire the City's rights to a property in the 15th Ward (Block 56-B, Lot 345) at no cost, repealing a previous 2019 resolution, and was unanimously passed by 8 council members.",0.6123378872871399,1.0
"seeing none, we will now move on to reports of committees for final action.",NO_SUMMARY,NO_SUMMARY,0.0,NO_SUMMARY,0.0,NO_SUMMARY,0.0,0.0
"we have the Finance and Law Committee. councilwoman Kale Smith, can you please submit my legislation for final action. thank you, thank you. council person Strassburger.",NO_SUMMARY,NO_SUMMARY,0.0,NO_SUMMARY,0.0,NO_SUMMARY,0.0,0.0
presents bill number 1724. reported a Committee on Finance and Law for April 9th 2025 with an affirmative recommendation.,"Bill No. 1724 received an affirmative recommendation from the Committee on Finance and Law during their April 9th, 2025 meeting.","RES. 2025-1724: Councilwoman Erika Strassburger presents the Finance and Law Committee's April 9, 2025 report, recommending affirmative action and seeking to read, receive, and file the matter.",0.5996888875961304,"Resolution 2025-1726 recommends the Intergovernmental and Educational Affairs Committee report from April 9, 2025 be read, received, and filed, as presented by Councilman Khari Mosley.",0.3840250968933105,"Resolution 2025-1731 approves the appointment of Elliott Williams to the Shade Tree Commission with a term ending April 1, 2029.",0.3217508196830749,1.0
"bill 1687 resolution authorizing the issuance of a warrant in favor of the County of Allegheny in an amount not to exceed thirteen thousand six hundred and forty seven dollars over one year, in full and final settlement of a claim for damage to the glycol line sidewalk heating system, the allegheny county courthouse by domey traffic division during sign placement on the forbes avenue sidewalk area of the courthouse on december 20th, december 3rd 2024. you have heard the reading and the title of the bill. is there any discussion on the bill? seeing none, the bill is now ready for final action. all in favor of the passage of the bill will vote aye when their name is called. those opposed will vote no. will the clerk please call the roll mr charlotte, aye. mr coghill- aye. ms gross: aye. mr mosley: aye. mrs kail smith. mrs warwick: aye, mr strasburger, chair: aye. seven eyes, zero nose. the bill, having received the legally required number of votes, is passed finally.","Bill 1687 authorizes a warrant for up to $13,647 to Allegheny County for damage to the courthouse's glycol line heating system by Domey Traffic Division during sidewalk sign placement in December 2024, which passed unanimously with seven votes.","Resolution 2025-1687 authorizes a warrant of up to $13,647 to Allegheny County for damage to the courthouse's glycol line heating system caused by DOMI Traffic Division during sidewalk sign placement, which was unanimously passed by 8 council members.",0.8822005391120911,"Resolution 2025-1681 authorizes a warrant of up to $52,962.24 to the Pennsylvania Municipal League for a one-year subscription, which was unanimously passed by 8 council members with one member absent.",0.6219480037689209,"Resolution 2025-1682 authorizes a $72,500 warrant to the Pennsylvania Public Utility Commission (PUC) for delinquent 811 damage prevention call debts, which was unanimously passed by 8 Pittsburgh City Council members.",0.60443115234375,1.0
"council person barbara warwick. presents the committee on public works and infrastructure. thank you, madam president. director of the Office of Management and Budget to apply for a grant from the Pennsylvania Department of Economic Development's multimodal transportation fund for the Penn Avenue lighting project. the grant proposal includes an ask of four hundred sixty one thousand eight hundred and fifty six dollars for this stated purpose, to accept the grant, reduce the grant amount and authorize necessary expenditures.","RES. 2023-GRANT: Council Member Barbara Warwick recommends the city apply for a $461,856 Pennsylvania Department of Economic Development multimodal transportation grant for the Penn Avenue lighting project.","Resolution 2025-1689 amends a previous resolution to accept a reduced grant of $461,856 from the Pennsylvania Department of Economic Development's Multimodal Transportation Fund for the Penn Avenue Lighting project in Pittsburgh, which was unanimously approved by 8 council members.",0.7787871360778809,"Resolution 2025-1690 amends a previous resolution to increase funding for Fort Pitt Park Phase 1 Improvements by $115,170, raising the total City of Pittsburgh project cost with Pashek + MTR to $415,170, which was unanimously approved by eight council members.",0.4979084134101867,"Resolution 2025-1723 authorizes the City of Pittsburgh to enter into easement agreements with Duquesne Light Company and Pittsburgh Water for utility infrastructure placement and maintenance on city-owned property, sponsored by Council Member Gross and unanimously approved by the council.",0.4457608461380005,1.0
"and bill 1690 resolution amending resolution 133 of 2024, entitled: resolution authorizing the mayor and the director of the Department of Public Works to enter into an agreement or agreements or the use of existing agreements between the city of Pittsburgh and Paschak plus MTR, for the professional design services for the Fort Pitt Park phase one improvements at a cost not to exceed three hundred thousand dollars, by increasing the total cost by one hundred fifteen thousand one hundred and seventy dollars for a new total city cost not to exceed four hundred fifteen thousand one hundred hundred and fifty six dollars for the construction of the park phase one. cost not to exceed four hundred and seventy dollars for the construction of the park phase one. you have heard the reading in the title of the bill. is there any discussion on the bill? bills are now ready for final action. all in favor of the passage of the bill will vote aye when their name is called. those opposed will vote no. will the clerk please call the roll? mr Sharland? aye, mr Coghill. hi miss gross. mr Mosley. hi mrs Kale Smith. mrs Warwick, hi mrs Strassberger. president, aye seven, ayes, zero, noes. the bill, having received the legally required number of votes, is passed finally.","Bill 1690 authorizes an amendment to Resolution 133 of 2024, increasing funding by $115,170 to a total of $415,170 for professional design services for Fort Pitt Park phase one improvements by the City of Pittsburgh and Paschak plus MTR.","Resolution 2025-1690 amends a previous resolution to increase funding for Fort Pitt Park Phase 1 Improvements by $115,170, raising the total City of Pittsburgh project cost with Pashek + MTR to $415,170, which was unanimously approved by eight council members.",0.8548572063446045,"Resolution 2025-1689 amends a previous resolution to accept a reduced grant of $461,856 from the Pennsylvania Department of Economic Development's Multimodal Transportation Fund for the Penn Avenue Lighting project in Pittsburgh, which was unanimously approved by 8 council members.",0.6446698904037476,"Resolution 2025-1683 authorizes the Urban Redevelopment Authority of Pittsburgh to acquire the City's rights to a property in the 15th Ward (Block 56-B, Lot 345) at no cost, repealing a previous 2019 resolution, and was unanimously passed by 8 council members.",0.5920319557189941,1.0
"now move on to councilman Kihari Mosley. committee on intergovernmental and educational affairs. Thank You, madam president.",NO_SUMMARY,NO_SUMMARY,0.0,NO_SUMMARY,0.0,NO_SUMMARY,0.0,0.0
"councilman Mosley presents bill number 1726, reported a committee on intergovernmental and educational affairs for April 9th 2025, with an affirmative recommendation.","Bill No. 1726, presented by Councilman Mosley and recommended by the Committee on Intergovernmental and Educational Affairs, was positively reviewed during the April 9th, 2025 meeting.","Resolution 2025-1726 recommends the Intergovernmental and Educational Affairs Committee report from April 9, 2025 be read, received, and filed, as presented by Councilman Khari Mosley.",0.6465462446212769,"Resolution 2025-1725 recommends the City Council read, receive, and file the Committee on Public Works and Infrastructure report from April 9, 2025, as presented by Councilwoman Barbara Warwick.",0.5036219954490662,"RES. 2025-1724: Councilwoman Erika Strassburger presents the Finance and Law Committee's April 9, 2025 report, recommending affirmative action and seeking to read, receive, and file the matter.",0.493064820766449,1.0
bill 1681 resolution authorizing the issuance of a warrant payable in favor of Pennsylvania Municipal League for one year subscription in an amount not to exceed fifty two thousand nine hundred sixty two dollars and twenty four cent.,"RES. 1681 authorizes a municipal warrant to Pennsylvania Municipal League for a one-year subscription not to exceed $52,962.24.","Resolution 2025-1681 authorizes a warrant of up to $52,962.24 to the Pennsylvania Municipal League for a one-year subscription, which was unanimously passed by 8 council members with one member absent.",0.9266750812530518,"Resolution 2025-1687 authorizes a warrant of up to $13,647 to Allegheny County for damage to the courthouse's glycol line heating system caused by DOMI Traffic Division during sidewalk sign placement, which was unanimously passed by 8 council members.",0.6356440782546997,"Resolution 2025-1682 authorizes a $72,500 warrant to the Pennsylvania Public Utility Commission (PUC) for delinquent 811 damage prevention call debts, which was unanimously passed by 8 Pittsburgh City Council members.",0.6000743508338928,1.0
